date,month,day_of_week,sku,sku_id,supplier,supplier_id,warehouse,warehouse_id,route,transport_mode,distance_km,transit_time_days,transit_delay_prob,is_perishable,shelf_life_days,unit_cost,shipping_cost,storage_cost_per_day,holding_cost_per_unit_per_day,base_daily_demand,observed_daily_demand,seasonal_multiplier,promotion,inventory_on_hand,lead_time_days,safety_stock,reorder_point,stockout_risk,supplier_order_cost,supplier_min_order_qty,eoq_monthly,recommended_order_qty,product_name
2024-03-19,3,1,SKU-017,17,Supplier-04,4,Warehouse-2,2,Route-20,Truck,31,1,0.203,0,94,103.52,8.15,0.1182,0.0345,19,24,1.0,1,18,10,10,200,0.872,130.45,5,379,296,ProteinRich Kabuli Chana
2024-11-17,11,6,SKU-049,49,Supplier-11,11,Warehouse-1,1,Route-06,Rail,1573,13,0.2,0,9,21.4,159.4,0.2935,0.01,12,19,1.349,0,17,21,13,265,0.99,107.32,5,508,400,SoftSpread Cheese Spread
2024-08-17,8,5,SKU-032,32,Supplier-08,8,Warehouse-5,5,Route-19,Truck,1205,15,0.069,0,121,69.09,69.27,0.7154,0.023,11,9,1.0,0,17,2,11,33,0.257,144.03,5,371,127,SnackoLite Potato Chips
2024-06-14,6,4,SKU-044,44,Supplier-10,10,Warehouse-6,6,Route-20,Truck,332,4,0.106,1,149,27.83,21.21,0.4392,0.01,15,23,1.124,1,18,10,19,169,0.875,49.72,20,386,267,DailyPure Curd
2024-08-13,8,1,SKU-056,56,Supplier-11,11,Warehouse-3,3,Route-05,Truck,2461,31,0.189,0,82,197.39,136.52,3.8197,0.0658,21,22,1.0,0,19,21,13,454,0.99,107.32,5,262,262,ChillZone Frozen Peas
2024-05-20,5,0,SKU-005,5,Supplier-08,8,Warehouse-4,4,Route-10,Rail,1540,13,0.075,0,260,198.15,118.68,1.0979,0.066,17,7,1.0,0,21,2,12,46,0.261,144.03,5,272,107,GrainLand Idli Rice
2024-02-07,2,2,SKU-038,38,Supplier-01,1,Warehouse-3,3,Route-17,Truck,27,1,0.259,0,6,101.41,8.61,1.6237,0.0338,8,11,1.0,0,24,5,5,45,0.43,92.21,1,209,84,ChocoLand Choco-Chip Cookies
2024-01-30,1,1,SKU-020,20,Supplier-08,8,Warehouse-4,4,Route-02,Truck,2368,30,0.052,0,151,179.63,93.6,3.2778,0.0599,19,12,1.0,0,23,2,9,47,0.227,144.03,5,302,115,SelectPulse Moth Beans
2024-11-10,11,6,SKU-024,24,Supplier-05,5,Warehouse-1,1,Route-03,Sea,729,24,0.375,1,441,22.8,141.74,0.0302,0.01,7,14,1.521,0,10,5,9,44,0.654,52.16,10,270,115,FarmPure Groundnut Oil
2024-10-24,10,3,SKU-039,39,Supplier-09,9,Warehouse-4,4,Route-15,Truck,43,1,0.152,0,81,16.22,5.57,0.2271,0.01,11,11,1.0,0,23,14,23,177,0.953,98.8,5,466,294,FreshBake Rusk
2024-10-19,10,5,SKU-036,36,Supplier-12,12,Warehouse-1,1,Route-15,Air,2182,4,0.067,0,5,158.98,297.78,0.3792,0.053,11,0,1.0,0,11,21,10,241,0.99,100.36,1,204,204,SweetBite Marie Biscuits
2024-08-31,8,5,SKU-042,42,Supplier-04,4,Warehouse-3,3,Route-20,Truck,1370,17,0.142,0,5,178.1,58.68,0.5139,0.0594,10,0,1.0,0,18,10,13,113,0.862,130.45,5,210,158,FreshDairy Paneer
2024-02-22,2,3,SKU-033,33,Supplier-03,3,Warehouse-1,1,Route-15,Truck,1974,25,0.364,1,5,136.14,91.34,2.396,0.0454,9,8,1.0,0,9,10,9,99,0.898,142.82,10,238,161,ChocoMelt Cookies
2024-09-15,9,6,SKU-052,52,Supplier-06,6,Warehouse-6,6,Route-03,Air,273,1,0.064,0,8,165.26,55.4,1.403,0.0551,15,14,1.0,0,13,5,18,93,0.66,78.57,5,207,142,FarmFresh Tomatoes
2024-12-28,12,5,SKU-042,42,Supplier-03,3,Warehouse-1,1,Route-08,Truck,1436,18,0.318,0,9,178.1,99.36,0.5396,0.0594,10,14,1.362,0,14,10,12,112,0.888,142.82,10,219,164,FreshDairy Paneer
2024-11-08,11,4,SKU-029,29,Supplier-08,8,Warehouse-5,5,Route-17,Sea,1123,37,0.316,0,287,128.21,182.4,1.2433,0.0427,6,4,1.287,0,13,2,3,15,0.095,144.03,5,201,62,NutriOil Rice Bran Oil
2024-07-17,7,2,SKU-011,11,Supplier-06,6,Warehouse-3,3,Route-10,Truck,1413,18,0.321,0,113,172.39,259.27,0.8216,0.0575,16,16,1.263,0,17,5,10,90,0.628,78.57,5,209,136,NutriPulse Chana Dal
2024-01-27,1,5,SKU-027,27,Supplier-06,6,Warehouse-6,6,Route-20,Truck,214,3,0.121,0,51,190.37,40.85,1.166,0.0635,6,7,1.0,0,8,5,5,35,0.599,78.57,5,122,64,DesiTreat Cow Ghee
2024-02-03,2,5,SKU-051,51,Supplier-11,11,Warehouse-6,6,Route-11,Rail,292,2,0.211,0,109,19.19,21.76,0.0743,0.01,20,29,1.0,1,17,21,11,431,0.99,107.32,5,655,610,GreenLeaf Spinach
2024-05-25,5,5,SKU-022,22,Supplier-02,2,Warehouse-5,5,Route-13,Truck,2006,25,0.239,1,473,7.11,101.18,0.1129,0.01,8,6,1.0,0,13,21,17,185,0.99,119.97,1,438,303,GoldLite Soybean Oil
2024-03-17,3,6,SKU-017,17,Supplier-12,12,Warehouse-6,6,Route-20,Truck,166,2,0.224,0,119,103.52,17.5,0.408,0.0345,19,17,1.0,0,20,21,10,409,0.99,100.36,1,332,332,ProteinRich Kabuli Chana
2024-06-28,6,4,SKU-022,22,Supplier-02,2,Warehouse-5,5,Route-05,Truck,145,2,0.062,1,536,7.11,8.42,0.0302,0.01,8,2,1.162,0,9,21,17,185,0.99,119.97,1,438,307,GoldLite Soybean Oil
2024-03-07,3,3,SKU-020,20,Supplier-11,11,Warehouse-6,6,Route-13,Truck,64,1,0.211,0,73,179.63,18.3,0.6767,0.0599,19,28,1.0,0,15,21,56,455,0.99,107.32,5,261,261,SelectPulse Moth Beans
2024-10-13,10,6,SKU-039,39,Supplier-12,12,Warehouse-1,1,Route-10,Rail,531,4,0.28,0,33,16.22,20.07,0.2166,0.01,11,12,1.0,0,11,21,29,260,0.99,100.36,1,470,390,FreshBake Rusk
2024-12-09,12,0,SKU-025,25,Supplier-11,11,Warehouse-3,3,Route-05,Sea,317,11,0.157,0,249,67.27,30.62,0.2634,0.0224,3,5,1.266,0,10,21,6,69,0.99,107.32,5,170,110,LiteChoice Olive Oil
2024-02-17,2,5,SKU-045,45,Supplier-12,12,Warehouse-6,6,Route-17,Truck,1574,20,0.21,0,34,32.88,82.56,0.379,0.011,9,11,1.0,0,10,21,6,195,0.99,100.36,1,405,307,FarmFresh Lassi
2024-07-04,7,3,SKU-042,42,Supplier-11,11,Warehouse-4,4,Route-17,Truck,1894,24,0.063,0,13,178.1,204.91,0.4696,0.0594,10,7,1.303,0,9,21,24,234,0.99,107.32,5,190,190,FreshDairy Paneer
2024-04-19,4,4,SKU-002,2,Supplier-06,6,Warehouse-3,3,Route-06,Truck,2092,26,0.151,0,349,39.6,157.94,0.1129,0.0132,11,11,1.0,0,16,5,12,67,0.616,78.57,5,362,160,GoldenField Brown Rice
2024-03-11,3,0,SKU-022,22,Supplier-08,8,Warehouse-2,2,Route-08,Rail,1481,12,0.048,1,514,7.11,250.4,0.0334,0.01,8,11,1.0,0,21,2,5,21,0.005,144.03,5,480,144,GoldLite Soybean Oil
2024-09-16,9,0,SKU-010,10,Supplier-02,2,Warehouse-3,3,Route-04,Truck,2416,30,0.283,0,298,186.5,435.16,1.3194,0.0622,9,6,1.0,0,15,21,14,203,0.99,119.97,1,186,186,HomeChoice Broken Rice
2024-01-20,1,5,SKU-050,50,Supplier-09,9,Warehouse-6,6,Route-17,Air,1959,4,0.289,0,11,141.69,178.92,1.3346,0.0472,17,11,1.0,0,11,14,17,255,0.971,98.8,5,267,267,DesiMilk Ghee
2024-11-01,11,4,SKU-043,43,Supplier-06,6,Warehouse-5,5,Route-05,Truck,2334,29,0.01,1,7,73.43,264.41,0.9358,0.0245,14,21,1.387,0,19,5,8,78,0.568,78.57,5,300,149,CreamLand Cheese
2024-12-20,12,4,SKU-025,25,Supplier-03,3,Warehouse-2,2,Route-06,Truck,103,1,0.133,0,247,67.27,8.54,1.0192,0.0224,3,5,1.312,0,10,10,2,32,0.771,142.82,10,196,81,LiteChoice Olive Oil
2024-01-23,1,1,SKU-050,50,Supplier-10,10,Warehouse-2,2,Route-15,Truck,1050,13,0.059,0,10,141.69,35.18,1.5368,0.0472,17,11,1.0,0,20,10,31,201,0.885,49.72,20,189,189,DesiMilk Ghee
2024-08-15,8,3,SKU-027,27,Supplier-06,6,Warehouse-6,6,Route-08,Truck,2363,30,0.121,0,113,190.37,250.51,1.8897,0.0635,6,11,1.0,1,23,5,5,35,0.337,78.57,5,122,49,DesiTreat Cow Ghee
2024-04-29,4,0,SKU-040,40,Supplier-05,5,Warehouse-6,6,Route-15,Truck,531,7,0.049,1,12,112.16,73.63,2.0084,0.0374,7,7,1.0,0,12,5,10,45,0.61,52.16,10,140,75,CrunchyJoy Cream Biscuits
2024-04-09,4,1,SKU-035,35,Supplier-04,4,Warehouse-3,3,Route-16,Truck,1397,17,0.068,0,131,159.36,224.54,1.4119,0.0531,18,21,1.0,0,15,10,26,206,0.886,130.45,5,297,280,CrispyTreat Nacho Chips
2024-08-24,8,5,SKU-024,24,Supplier-11,11,Warehouse-5,5,Route-15,Rail,1713,14,0.029,1,360,22.8,136.87,0.4077,0.01,7,10,1.0,1,11,21,19,166,0.99,107.32,5,388,271,FarmPure Groundnut Oil
2024-09-27,9,4,SKU-050,50,Supplier-05,5,Warehouse-4,4,Route-17,Truck,2142,27,0.072,0,8,141.69,343.7,2.6061,0.0472,17,15,1.0,0,27,5,11,96,0.561,52.16,10,194,127,DesiMilk Ghee
2024-03-11,3,0,SKU-027,27,Supplier-03,3,Warehouse-2,2,Route-20,Truck,2369,30,0.144,0,169,190.37,432.85,3.595,0.0635,6,8,1.0,1,10,10,4,64,0.844,142.82,10,164,103,DesiTreat Cow Ghee
2024-07-09,7,1,SKU-056,56,Supplier-05,5,Warehouse-1,1,Route-16,Truck,1328,17,0.167,0,89,197.39,168.3,0.4359,0.0658,21,15,1.282,0,21,5,8,113,0.599,52.16,10,182,147,ChillZone Frozen Peas
2024-03-04,3,0,SKU-036,36,Supplier-02,2,Warehouse-6,6,Route-17,Air,1020,2,0.164,0,3,158.98,77.56,3.0249,0.053,11,9,1.0,1,22,21,23,254,0.99,119.97,1,223,223,SweetBite Marie Biscuits
2024-08-18,8,6,SKU-019,19,Supplier-02,2,Warehouse-2,2,Route-09,Air,1918,4,0.27,1,134,67.41,360.96,0.9818,0.0225,7,5,1.0,0,14,21,20,167,0.99,119.97,1,273,235,DailyKitchen Green Gram
2024-02-16,2,4,SKU-058,58,Supplier-09,9,Warehouse-2,2,Route-14,Truck,35,1,0.156,1,153,77.28,9.07,0.7004,0.0258,15,9,1.0,0,19,14,25,235,0.958,98.8,5,339,318,GreenGarden Broccoli
2024-01-14,1,6,SKU-059,59,Supplier-04,4,Warehouse-4,4,Route-12,Rail,335,3,0.154,0,95,163.5,19.7,0.7885,0.0545,6,6,1.0,0,12,10,13,73,0.88,130.45,5,169,112,DailyVeg Cabbage
2024-07-10,7,2,SKU-027,27,Supplier-01,1,Warehouse-4,4,Route-17,Truck,2115,26,0.398,0,164,190.37,425.19,2.8205,0.0635,6,8,1.053,0,15,5,8,38,0.569,92.21,1,132,63,DesiTreat Cow Ghee
2024-04-24,4,2,SKU-016,16,Supplier-07,7,Warehouse-1,1,Route-12,Truck,175,2,0.097,0,149,181.0,41.73,3.2817,0.0603,16,16,1.0,0,14,5,7,87,0.606,36.79,20,140,115,GreenHarvest Rajma
2024-03-15,3,4,SKU-002,2,Supplier-06,6,Warehouse-1,1,Route-11,Truck,479,6,0.093,0,195,39.6,24.01,0.4179,0.0132,11,14,1.0,0,21,5,11,66,0.565,78.57,5,362,154,GoldenField Brown Rice
2024-12-22,12,6,SKU-009,9,Supplier-01,1,Warehouse-3,3,Route-16,Truck,1785,22,0.131,0,210,71.46,143.22,0.3975,0.0238,23,30,1.3,0,23,5,27,142,0.656,92.21,1,422,246,NutriRice Premium Rice
2024-08-17,8,5,SKU-054,54,Supplier-03,3,Warehouse-6,6,Route-16,Truck,1056,13,0.071,1,9,20.86,130.3,0.1677,0.01,7,6,1.0,0,16,10,7,77,0.828,142.82,10,447,195,VegVille Carrots
2024-05-11,5,5,SKU-040,40,Supplier-01,1,Warehouse-1,1,Route-01,Air,1031,2,0.114,1,13,112.16,82.21,1.0796,0.0374,7,11,1.0,1,16,5,8,43,0.544,92.21,1,186,83,CrunchyJoy Cream Biscuits
2024-09-27,9,4,SKU-014,14,Supplier-03,3,Warehouse-5,5,Route-20,Truck,1458,18,0.452,0,30,152.14,67.41,1.6648,0.0507,19,13,1.0,0,13,10,37,227,0.939,142.82,10,327,312,DailyFresh Urad Dal
2024-06-03,6,0,SKU-028,28,Supplier-02,2,Warehouse-3,3,Route-08,Truck,263,3,0.077,1,30,116.82,16.46,1.7271,0.0389,14,31,1.211,1,20,21,7,301,0.989,119.97,1,294,294,PureGold Buffalo Ghee
2024-11-23,11,5,SKU-008,8,Supplier-01,1,Warehouse-2,2,Route-14,Truck,354,4,0.127,1,185,156.4,52.33,2.8512,0.0521,6,7,1.368,0,14,5,5,35,0.51,92.21,1,146,65,SelectGrain Barley
2024-02-26,2,0,SKU-051,51,Supplier-10,10,Warehouse-4,4,Route-03,Truck,1032,13,0.25,0,57,19.19,54.73,0.1361,0.01,20,23,1.0,0,20,10,15,215,0.881,49.72,20,446,329,GreenLeaf Spinach
2024-01-09,1,1,SKU-054,54,Supplier-08,8,Warehouse-5,5,Route-18,Truck,1110,14,0.061,1,5,20.86,171.98,0.1524,0.01,7,5,1.0,0,9,2,5,19,0.252,144.03,5,449,145,VegVille Carrots
2024-03-14,3,3,SKU-041,41,Supplier-09,9,Warehouse-5,5,Route-08,Truck,167,2,0.045,0,11,91.1,14.9,1.2256,0.0304,20,22,1.0,0,18,14,17,297,0.942,98.8,5,361,361,MilkyWay Butter
2024-06-29,6,5,SKU-019,19,Supplier-07,7,Warehouse-1,1,Route-20,Air,1695,3,0.012,1,136,67.41,284.05,0.5228,0.0225,7,9,1.143,0,7,5,4,39,0.595,36.79,20,151,77,DailyKitchen Green Gram
2024-12-06,12,4,SKU-016,16,Supplier-10,10,Warehouse-4,4,Route-06,Truck,2046,26,0.151,0,42,181.0,135.44,0.5199,0.0603,16,25,1.407,0,16,10,18,178,0.881,49.72,20,162,162,GreenHarvest Rajma
2024-02-04,2,6,SKU-043,43,Supplier-02,2,Warehouse-5,5,Route-12,Rail,735,6,0.197,1,12,73.43,30.24,0.5441,0.0245,14,13,1.0,0,10,21,14,308,0.99,119.97,1,370,370,CreamLand Cheese
2024-10-10,10,3,SKU-034,34,Supplier-09,9,Warehouse-5,5,Route-17,Sea,868,29,0.391,0,134,151.71,171.57,0.8381,0.0506,12,6,1.0,0,15,14,28,196,0.989,98.8,5,216,216,SaltZest Crackers
2024-11-21,11,3,SKU-002,2,Supplier-07,7,Warehouse-4,4,Route-02,Truck,767,10,0.3,0,352,39.6,56.04,0.2554,0.0132,11,13,1.201,0,14,5,10,65,0.631,36.79,20,248,125,GoldenField Brown Rice
2024-07-01,7,0,SKU-025,25,Supplier-06,6,Warehouse-3,3,Route-01,Truck,2176,27,0.067,0,309,67.27,224.48,1.009,0.0224,3,5,1.099,0,16,5,1,16,0.007,78.57,5,145,44,LiteChoice Olive Oil
2024-12-02,12,0,SKU-051,51,Supplier-02,2,Warehouse-3,3,Route-08,Sea,2347,78,0.243,0,109,19.19,181.78,0.1645,0.01,20,28,1.175,0,17,21,54,474,0.99,119.97,1,693,665,GreenLeaf Spinach
2024-03-09,3,5,SKU-041,41,Supplier-02,2,Warehouse-5,5,Route-11,Truck,285,4,0.4,0,6,91.1,32.13,1.3711,0.0304,20,20,1.0,0,13,21,11,431,0.99,119.97,1,397,397,MilkyWay Butter
2024-11-25,11,0,SKU-003,3,Supplier-06,6,Warehouse-5,5,Route-11,Truck,1198,15,0.164,0,227,151.37,135.52,2.1927,0.0505,14,12,1.292,0,8,5,17,87,0.69,78.57,5,209,142,DailyGrain Wheat Flour
2024-11-19,11,1,SKU-012,12,Supplier-11,11,Warehouse-4,4,Route-16,Truck,1018,13,0.119,0,77,88.65,53.47,1.6115,0.0296,13,34,1.589,1,12,21,29,302,0.99,107.32,5,307,307,PureHarvest Toor Dal
2024-01-19,1,4,SKU-012,12,Supplier-03,3,Warehouse-1,1,Route-15,Truck,222,3,0.133,0,100,88.65,46.09,0.4706,0.0296,13,9,1.0,0,23,10,7,137,0.838,142.82,10,354,220,PureHarvest Toor Dal
2024-01-22,1,0,SKU-019,19,Supplier-04,4,Warehouse-1,1,Route-07,Sea,2273,76,0.372,1,84,67.41,122.33,0.5706,0.0225,7,4,1.0,0,19,10,3,73,0.819,130.45,5,285,140,DailyKitchen Green Gram
2024-10-05,10,5,SKU-021,21,Supplier-05,5,Warehouse-5,5,Route-13,Truck,857,11,0.112,0,415,80.89,62.15,1.2624,0.027,12,15,1.0,1,16,5,12,72,0.615,52.16,10,215,120,PureDrop Sunflower Oil
2024-05-26,5,6,SKU-031,31,Supplier-05,5,Warehouse-1,1,Route-07,Air,1279,3,0.026,0,4,62.18,29.53,1.0152,0.0207,9,8,1.0,0,11,5,4,49,0.569,52.16,10,213,102,CrunchBite Butter Biscuits
2024-05-19,5,6,SKU-023,23,Supplier-01,1,Warehouse-6,6,Route-11,Truck,1611,20,0.309,0,354,181.55,324.86,1.6168,0.0605,12,2,1.0,0,12,5,3,63,0.6,92.21,1,191,108,NaturalPress Mustard Oil
2024-08-13,8,1,SKU-008,8,Supplier-06,6,Warehouse-4,4,Route-13,Truck,1035,13,0.068,1,225,156.4,149.46,1.3541,0.0521,6,4,1.0,0,12,5,6,36,0.551,78.57,5,135,64,SelectGrain Barley
2024-09-11,9,2,SKU-058,58,Supplier-07,7,Warehouse-3,3,Route-06,Rail,330,3,0.144,1,121,77.28,28.88,0.8084,0.0258,15,21,1.0,0,15,5,12,87,0.629,36.79,20,207,134,GreenGarden Broccoli
2024-05-16,5,3,SKU-045,45,Supplier-08,8,Warehouse-3,3,Route-17,Air,579,1,0.427,0,164,32.88,50.72,0.5448,0.011,9,8,1.0,0,15,2,3,21,0.166,144.03,5,485,152,FarmFresh Lassi
2024-02-10,2,5,SKU-052,52,Supplier-02,2,Warehouse-6,6,Route-14,Truck,1608,20,0.12,0,10,165.26,176.7,2.2391,0.0551,15,8,1.0,0,18,21,44,359,0.99,119.97,1,256,256,FarmFresh Tomatoes
2024-05-30,5,3,SKU-028,28,Supplier-10,10,Warehouse-2,2,Route-18,Truck,2071,26,0.088,1,153,116.82,160.29,1.9869,0.0389,14,13,1.0,0,18,10,23,163,0.881,49.72,20,189,189,PureGold Buffalo Ghee
2024-12-04,12,2,SKU-021,21,Supplier-02,2,Warehouse-1,1,Route-11,Truck,2321,29,0.337,0,444,80.89,66.67,1.0361,0.027,12,17,1.362,0,13,21,8,260,0.99,119.97,1,327,327,PureDrop Sunflower Oil
2024-08-06,8,1,SKU-019,19,Supplier-05,5,Warehouse-4,4,Route-20,Truck,610,8,0.276,1,155,67.41,70.94,0.3127,0.0225,7,5,1.0,0,12,5,2,37,0.533,52.16,10,180,79,DailyKitchen Green Gram
2024-08-16,8,4,SKU-011,11,Supplier-12,12,Warehouse-4,4,Route-12,Air,1381,3,0.165,0,87,172.39,131.57,3.3964,0.0575,16,13,1.0,0,11,21,38,374,0.99,100.36,1,236,236,NutriPulse Chana Dal
2024-08-10,8,5,SKU-003,3,Supplier-12,12,Warehouse-3,3,Route-20,Truck,669,8,0.021,0,319,151.37,98.75,1.2868,0.0505,14,17,1.0,0,18,21,37,331,0.99,100.36,1,236,236,DailyGrain Wheat Flour
2024-12-09,12,0,SKU-018,18,Supplier-11,11,Warehouse-1,1,Route-03,Truck,1222,15,0.139,0,173,166.16,59.09,1.7145,0.0554,3,5,1.57,0,14,21,3,66,0.979,107.32,5,108,84,FreshPulse Yellow Split Peas
2024-12-13,12,4,SKU-041,41,Supplier-07,7,Warehouse-3,3,Route-17,Air,95,1,0.227,0,11,91.1,17.11,0.8396,0.0304,20,39,1.261,0,24,5,20,120,0.638,36.79,20,220,162,MilkyWay Butter
2024-12-13,12,4,SKU-011,11,Supplier-01,1,Warehouse-2,2,Route-20,Truck,1848,23,0.386,0,108,172.39,51.69,2.2952,0.0575,16,20,1.377,0,19,5,15,95,0.65,92.21,1,227,144,NutriPulse Chana Dal
2024-02-04,2,6,SKU-051,51,Supplier-08,8,Warehouse-1,1,Route-05,Rail,1485,12,0.239,0,113,19.19,96.08,0.0295,0.01,20,16,1.0,0,23,2,9,49,0.252,144.03,5,759,254,GreenLeaf Spinach
2024-07-15,7,0,SKU-016,16,Supplier-11,11,Warehouse-3,3,Route-12,Air,1297,3,0.226,0,158,181.0,159.67,0.6022,0.0603,16,23,1.175,0,25,21,15,351,0.99,107.32,5,239,239,GreenHarvest Rajma
2024-12-13,12,4,SKU-037,37,Supplier-01,1,Warehouse-5,5,Route-05,Air,1157,2,0.145,0,197,22.79,154.7,0.3981,0.01,10,13,1.335,0,13,5,6,56,0.588,92.21,1,429,172,SnackMagic Masala Chips
2024-02-09,2,4,SKU-029,29,Supplier-06,6,Warehouse-3,3,Route-15,Rail,669,6,0.18,0,322,128.21,94.19,1.2075,0.0427,6,3,1.0,0,21,5,8,38,0.445,78.57,5,149,62,NutriOil Rice Bran Oil
2024-07-22,7,0,SKU-037,37,Supplier-03,3,Warehouse-5,5,Route-12,Air,792,2,0.288,0,209,22.79,118.36,0.3256,0.01,10,15,1.081,1,19,10,12,112,0.87,142.82,10,534,253,SnackMagic Masala Chips
2024-02-28,2,2,SKU-021,21,Supplier-11,11,Warehouse-3,3,Route-08,Truck,1212,15,0.114,0,413,80.89,244.63,0.8125,0.027,12,19,1.0,0,15,21,13,265,0.99,107.32,5,309,309,PureDrop Sunflower Oil
2024-09-22,9,6,SKU-002,2,Supplier-12,12,Warehouse-2,2,Route-16,Air,577,1,0.306,0,249,39.6,71.67,0.4949,0.0132,11,5,1.0,0,14,21,27,258,0.99,100.36,1,409,367,GoldenField Brown Rice
2024-05-13,5,0,SKU-025,25,Supplier-09,9,Warehouse-1,1,Route-09,Truck,336,4,0.139,0,306,67.27,66.57,0.2112,0.0224,3,4,1.0,0,8,14,5,47,0.933,98.8,5,163,88,LiteChoice Olive Oil
2024-05-26,5,6,SKU-046,46,Supplier-08,8,Warehouse-2,2,Route-20,Truck,675,8,0.049,0,5,153.49,135.11,2.2378,0.0512,17,7,1.0,0,23,2,5,39,0.176,144.03,5,309,109,MilkMate Full Cream Milk
2024-03-10,3,6,SKU-045,45,Supplier-08,8,Warehouse-2,2,Route-04,Sea,2238,75,0.262,0,81,32.88,182.79,0.3727,0.011,9,10,1.0,1,11,2,4,22,0.241,144.03,5,485,157,FarmFresh Lassi
2024-08-15,8,3,SKU-055,55,Supplier-02,2,Warehouse-4,4,Route-06,Truck,308,4,0.227,0,91,21.54,54.55,0.354,0.01,10,11,1.0,0,14,21,28,238,0.99,119.97,1,490,371,FreshPick Onions
2024-12-29,12,6,SKU-006,6,Supplier-11,11,Warehouse-3,3,Route-12,Sea,119,4,0.18,0,316,85.46,6.66,1.1733,0.0285,14,29,1.269,1,15,21,8,302,0.99,107.32,5,325,325,HealthyGrain Millet Mix
2024-06-02,6,6,SKU-005,5,Supplier-09,9,Warehouse-5,5,Route-10,Air,1607,3,0.01,0,265,198.15,261.42,0.5541,0.066,17,16,1.074,0,17,14,41,279,0.954,98.8,5,226,226,GrainLand Idli Rice
2024-07-04,7,3,SKU-055,55,Supplier-03,3,Warehouse-6,6,Route-06,Rail,1265,11,0.247,0,47,21.54,62.97,0.2232,0.01,10,12,1.221,0,10,10,7,107,0.878,142.82,10,534,257,FreshPick Onions
2024-03-12,3,1,SKU-033,33,Supplier-04,4,Warehouse-1,1,Route-07,Sea,331,11,0.147,1,3,136.14,63.06,2.4996,0.0454,9,10,1.0,0,14,10,13,103,0.873,130.45,5,227,157,ChocoMelt Cookies
2024-10-10,10,3,SKU-016,16,Supplier-08,8,Warehouse-1,1,Route-12,Truck,107,1,0.175,0,169,181.0,20.48,2.0108,0.0603,16,5,1.0,0,16,2,15,47,0.337,144.03,5,276,114,GreenHarvest Rajma
2024-03-07,3,3,SKU-037,37,Supplier-06,6,Warehouse-4,4,Route-18,Rail,480,4,0.047,0,436,22.79,41.18,0.2473,0.01,10,10,1.0,0,11,5,12,62,0.64,78.57,5,396,170,SnackMagic Masala Chips
2024-07-22,7,0,SKU-040,40,Supplier-02,2,Warehouse-1,1,Route-10,Truck,1228,15,0.474,1,11,112.16,238.09,1.618,0.0374,7,9,1.065,0,21,21,16,163,0.99,119.97,1,212,206,CrunchyJoy Cream Biscuits
2024-07-29,7,0,SKU-046,46,Supplier-12,12,Warehouse-4,4,Route-17,Truck,2462,31,0.184,0,12,153.49,269.69,2.6312,0.0512,17,8,1.063,0,19,21,41,398,0.99,100.36,1,258,258,MilkMate Full Cream Milk
2024-03-05,3,1,SKU-050,50,Supplier-07,7,Warehouse-5,5,Route-03,Truck,257,3,0.44,0,7,141.69,32.16,0.3819,0.0472,17,9,1.0,0,25,5,18,103,0.642,36.79,20,163,127,DesiMilk Ghee
2024-08-26,8,0,SKU-021,21,Supplier-11,11,Warehouse-1,1,Route-15,Truck,245,3,0.504,0,474,80.89,21.21,0.9056,0.027,12,21,1.0,1,17,21,15,267,0.99,107.32,5,309,309,PureDrop Sunflower Oil
2024-10-09,10,2,SKU-044,44,Supplier-09,9,Warehouse-3,3,Route-05,Truck,1435,18,0.361,1,53,27.83,75.48,0.5411,0.01,15,17,1.0,0,14,14,28,238,0.985,98.8,5,544,387,DailyPure Curd
2024-08-09,8,4,SKU-041,41,Supplier-10,10,Warehouse-2,2,Route-05,Truck,1218,15,0.025,0,5,91.1,71.94,1.3272,0.0304,20,16,1.0,0,19,10,36,236,0.887,49.72,20,256,256,MilkyWay Butter
2024-03-19,3,1,SKU-033,33,Supplier-01,1,Warehouse-1,1,Route-17,Rail,1662,14,0.256,1,4,136.14,308.32,0.1958,0.0454,9,6,1.0,0,13,5,6,51,0.592,92.21,1,191,95,ChocoMelt Cookies
2024-12-29,12,6,SKU-020,20,Supplier-03,3,Warehouse-2,2,Route-11,Truck,855,11,0.159,0,130,179.63,108.64,0.5765,0.0599,19,26,1.252,0,12,10,28,218,0.9,142.82,10,301,296,SelectPulse Moth Beans
2024-02-10,2,5,SKU-015,15,Supplier-06,6,Warehouse-5,5,Route-10,Truck,1523,19,0.064,0,91,25.11,282.23,0.2003,0.01,18,20,1.0,0,20,5,27,117,0.664,78.57,5,532,257,HealthyBite Masoor Dal
2024-05-20,5,0,SKU-017,17,Supplier-04,4,Warehouse-6,6,Route-18,Truck,2046,26,0.136,0,142,103.52,291.89,1.0814,0.0345,19,26,1.0,0,21,10,17,207,0.871,130.45,5,379,300,ProteinRich Kabuli Chana
2024-09-30,9,0,SKU-009,9,Supplier-11,11,Warehouse-3,3,Route-20,Truck,1104,14,0.163,0,306,71.46,104.6,0.2199,0.0238,23,32,1.0,0,21,21,18,501,0.99,107.32,5,455,455,NutriRice Premium Rice
2024-10-30,10,2,SKU-006,6,Supplier-09,9,Warehouse-6,6,Route-06,Truck,2127,27,0.346,0,271,85.46,96.5,0.2886,0.0285,14,16,1.0,0,22,14,7,203,0.958,98.8,5,312,275,HealthyGrain Millet Mix
